target_level,market,instrument,session_date,signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
1,commodities,CLF,2026-04-01,SELL,SHORT,2026-04-01T13:05:00-04:00,2026-04-01T13:10:00-04:00,99.300003,99.270143,99.92232,98.677686,98.677686,98.055369,97.433051,96.810734,96.188417,0.414878,0.622317,99.874925,99.892394,99.518926,40.3204,0.009235,0.07422,15.4172,3233.0,2066.55,0.0,85.71,STRONG BEAR,1007,99965.03,676.87,1,8,2026-04-01T13:45:00-04:00,98.697421,TP1,576.73,59.81,516.92,0.5171,0.7637
1,commodities,CLF,2026-04-01,BUY,LONG,2026-04-01T14:25:00-04:00,2026-04-01T14:30:00-04:00,100.139999,100.170032,99.494165,100.785834,100.785834,101.431669,102.077503,102.723338,103.369173,0.430556,0.645835,99.609511,99.559809,99.519397,58.5372,-0.008848,-0.101694,15.8228,16118.0,2987.65,85.71,0.0,STRONG BULL,998,99969.69,694.37,0,11,2026-04-01T15:20:00-04:00,99.72005,SESSION_END,-449.08,59.85,-508.93,-0.5091,-0.7329
1,commodities,CLF,2026-04-02,SELL,SHORT,2026-04-02T14:55:00-04:00,2026-04-02T15:00:00-04:00,111.129997,111.087779,111.996598,110.263396,110.263396,109.396795,108.530194,107.663593,106.796992,0.577734,0.866601,111.364683,111.370777,110.877958,47.7213,0.097868,0.215826,11.0559,1076.0,2896.1,14.29,57.14,STRONG BEAR,900,99979.0,838.1,0,5,2026-04-02T15:20:00-04:00,111.342264,SESSION_END,-229.04,60.06,-289.09,-0.2892,-0.3449
1,commodities,CLF,2026-04-06,BUY,LONG,2026-04-06T09:15:00-04:00,2026-04-06T09:20:00-04:00,111.870003,111.872368,111.082515,112.657491,112.657491,113.444979,114.232467,115.019955,115.807443,0.524992,0.787488,111.381441,111.352591,111.670001,59.4572,0.067452,0.084699,10.7385,2377.0,2482.6,57.14,14.29,STRONG BULL,893,99902.03,725.18,1,4,2026-04-06T09:35:00-04:00,112.634959,TP1,680.99,60.15,620.85,0.6215,0.8561
1,commodities,CLF,2026-04-06,SELL,SHORT,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,110.949997,110.927807,111.92345,109.976544,109.976544,109.003092,108.029639,107.056186,106.082734,0.648968,0.973453,111.72238,111.792343,112.10538,39.9699,0.040678,0.205255,16.6209,2283.0,1823.6,14.29,71.43,STRONG BEAR,901,99945.95,917.24,0,3,2026-04-06T10:35:00-04:00,111.945834,STOP_LOSS,-917.24,60.24,-977.49,-0.978,-1.0657
1,commodities,CLF,2026-04-06,BUY,LONG,2026-04-06T11:20:00-04:00,2026-04-06T11:25:00-04:00,112.07,112.102418,111.123007,113.016993,113.016993,113.963986,114.910979,115.857972,116.804965,0.631329,0.946993,111.611953,111.562655,111.750434,57.6815,0.01598,-0.059674,14.4131,998.0,1905.25,71.43,0.0,STRONG BULL,892,99995.36,893.46,0,16,2026-04-06T12:40:00-04:00,111.667664,OPPOSITE_SIGNAL,-387.8,59.88,-447.68,-0.4477,-0.5011
1,commodities,CLF,2026-04-06,SELL,SHORT,2026-04-06T12:35:00-04:00,2026-04-06T12:40:00-04:00,111.730003,111.667664,112.456736,111.00327,111.00327,110.276537,109.549804,108.823071,108.096338,0.484489,0.726733,111.792575,111.797256,111.806111,49.1067,0.021845,0.057627,13.0381,585.0,1114.55,0.0,71.43,STRONG BEAR,895,99942.56,726.35,0,5,2026-04-06T13:00:00-04:00,112.262446,OPPOSITE_SIGNAL,-532.33,60.13,-592.46,-0.5928,-0.8157
1,commodities,CLF,2026-04-06,BUY,LONG,2026-04-06T12:55:00-04:00,2026-04-06T13:00:00-04:00,112.25,112.262446,111.530566,112.969434,112.969434,113.688868,114.408302,115.127735,115.847169,0.479623,0.719434,111.839023,111.805561,111.805547,57.7072,0.035315,0.024909,13.1597,1260.0,1037.15,85.71,0.0,STRONG BULL,890,99913.58,671.23,1,1,2026-04-06T13:00:00-04:00,112.94684,TP1,609.11,60.13,548.98,0.5495,0.8179
1,commodities,CLF,2026-04-06,SELL,SHORT,2026-04-06T14:30:00-04:00,2026-04-06T14:35:00-04:00,112.379997,112.337529,113.311877,111.448117,111.448117,110.516238,109.584358,108.652478,107.720598,0.621253,0.93188,112.939078,112.961491,112.282542,43.522,0.119213,0.322587,20.4416,3231.0,2395.4,28.57,57.14,MILD BEAR,890,99980.4,887.34,0,10,2026-04-06T15:20:00-04:00,112.932586,SESSION_END,-529.6,60.15,-589.75,-0.5899,-0.6646
1,commodities,CLF,2026-04-07,BUY,LONG,2026-04-07T09:15:00-04:00,2026-04-07T09:20:00-04:00,115.660004,115.683136,114.731834,116.588173,116.588173,117.516343,118.444512,119.372681,120.300851,0.61878,0.928169,113.236431,112.957491,115.459999,77.1695,0.205234,0.018323,23.2723,1477.0,1857.55,71.43,0.0,STRONG BULL,864,99950.23,841.75,1,10,2026-04-07T10:05:00-04:00,116.564855,TP1,761.81,60.2,701.61,0.702,0.8335
1,commodities,CLF,2026-04-07,SELL,SHORT,2026-04-07T11:50:00-04:00,2026-04-07T11:55:00-04:00,115.330002,115.306936,116.253439,114.406565,114.406565,113.483128,112.559691,111.636254,110.712817,0.615625,0.923437,115.9684,116.000057,116.232336,44.4894,0.161403,0.405659,21.2035,2041.0,2828.75,0.0,71.43,STRONG BEAR,867,99971.11,840.78,1,2,2026-04-07T12:00:00-04:00,114.429446,TP1,760.78,59.75,701.03,0.7012,0.8338
1,commodities,CLF,2026-04-07,BUY,LONG,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,115.120003,115.123018,114.204573,116.035433,116.035433,116.950863,117.866293,118.781724,119.697154,0.610287,0.91543,114.285081,114.232307,115.065125,59.6118,-0.099177,-0.327968,26.6474,1964.0,3382.7,85.71,0.0,STRONG BULL,868,99926.78,817.04,0,4,2026-04-07T15:15:00-04:00,114.181732,STOP_LOSS,-817.04,59.71,-876.75,-0.8774,-1.0731
1,commodities,CLF,2026-04-07,SELL,SHORT,2026-04-07T15:15:00-04:00,2026-04-07T15:20:00-04:00,112.440002,112.417514,113.616711,111.263294,111.263294,110.086585,108.909877,107.733168,106.55646,0.784472,1.176709,114.238562,114.265877,115.014099,35.3278,-0.08303,-0.13457,24.1317,5495.0,3393.1,14.29,71.43,STRONG BEAR,818,91957.53,999.53,0,1,2026-04-07T15:20:00-04:00,113.21264,SESSION_END,-650.41,55.37,-705.78,-0.7675,-0.7061
1,commodities,CLF,2026-04-08,BUY,LONG,2026-04-08T13:30:00-04:00,2026-04-08T13:35:00-04:00,95.599998,95.609114,94.658301,96.541696,96.541696,97.483393,98.425091,99.366789,100.308486,0.627798,0.941698,95.225289,95.222293,94.599962,51.4742,-0.243728,-0.487471,23.9219,2944.0,2597.9,71.43,14.29,STRONG BULL,1031,98573.0,999.81,0,4,2026-04-08T13:50:00-04:00,95.060986,OPPOSITE_SIGNAL,-565.12,58.97,-624.09,-0.6331,-0.6242
1,commodities,CLF,2026-04-08,SELL,SHORT,2026-04-08T13:45:00-04:00,2026-04-08T13:50:00-04:00,95.089996,95.060986,95.996198,94.183795,94.183795,93.277593,92.371391,91.46519,90.558988,0.604134,0.906202,95.217186,95.224179,94.632148,46.2828,-0.186991,-0.341873,19.8059,2365.0,2711.15,28.57,42.86,MILD BEAR,1047,99528.85,999.27,0,3,2026-04-08T14:00:00-04:00,95.32906,OPPOSITE_SIGNAL,-280.67,59.8,-340.47,-0.3421,-0.3407
1,commodities,CLF,2026-04-08,BUY,LONG,2026-04-08T13:55:00-04:00,2026-04-08T14:00:00-04:00,95.32,95.32906,94.474958,96.165041,96.165041,97.010083,97.855124,98.700166,99.545207,0.563361,0.845042,95.231799,95.229239,94.643502,49.08,-0.150098,-0.276607,17.3417,1930.0,2580.1,42.86,28.57,MILD BULL,1048,99904.85,914.9,0,1,2026-04-08T14:00:00-04:00,94.456063,STOP_LOSS,-914.9,59.67,-974.57,-0.9755,-1.0652
1,commodities,CLF,2026-04-08,SELL,SHORT,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,94.360001,94.291136,95.257182,93.462819,93.462819,92.565637,91.668455,90.771274,89.874092,0.598121,0.897182,95.05744,95.150217,94.644368,39.5555,-0.206495,-0.262584,17.2764,4967.0,2746.65,14.29,71.43,STRONG BEAR,1015,95705.5,999.87,0,4,2026-04-08T14:20:00-04:00,95.276234,STOP_LOSS,-999.87,57.72,-1057.6,-1.1051,-1.0577
1,commodities,CLF,2026-04-08,BUY,LONG,2026-04-08T14:55:00-04:00,2026-04-08T15:00:00-04:00,95.43,95.449086,94.513286,96.346714,96.346714,97.263428,98.180142,99.096856,100.013571,0.611143,0.916714,94.960845,94.938173,94.647143,54.3056,-0.081643,-0.193891,13.3118,1814.0,4291.85,71.43,0.0,STRONG BULL,1047,99935.19,999.57,1,5,2026-04-08T15:20:00-04:00,96.327445,TP1,919.64,60.24,859.4,0.86,0.8598
1,commodities,CLF,2026-04-09,SELL,SHORT,2026-04-09T11:45:00-04:00,2026-04-09T11:50:00-04:00,99.629997,99.620071,100.888035,98.37196,98.37196,97.113922,95.855884,94.597846,93.339809,0.838692,1.258038,100.631546,100.691839,100.883093,43.0709,0.293352,0.750767,37.2903,4809.0,4133.0,0.0,100.0,STRONG BEAR,776,77305.18,999.6,1,3,2026-04-09T12:00:00-04:00,98.391634,TP1,953.27,46.1,907.17,1.1735,0.9075
1,commodities,CLF,2026-04-09,BUY,LONG,2026-04-09T14:25:00-04:00,2026-04-09T14:30:00-04:00,97.889999,97.909577,96.776205,99.003794,99.003794,100.117588,101.231383,102.345177,103.458972,0.74253,1.113794,97.203364,97.189252,98.886419,56.2549,-0.200459,-0.492192,28.2785,14390.0,4312.55,71.43,28.57,STRONG BULL,867,84887.6,999.41,1,10,2026-04-09T15:15:00-04:00,98.983993,TP1,931.52,51.21,880.31,1.037,0.8808
1,commodities,CLF,2026-04-10,SELL,SHORT,2026-04-10T10:20:00-04:00,2026-04-10T10:25:00-04:00,97.57,97.550486,98.316755,96.823244,96.823244,96.076488,95.329732,94.582977,93.836221,0.497837,0.746756,98.060367,98.110425,98.223927,41.8138,0.018069,0.132344,16.6204,1474.0,1576.1,0.0,71.43,STRONG BEAR,1025,99989.25,805.58,0,4,2026-04-10T10:40:00-04:00,98.336419,STOP_LOSS,-805.58,60.24,-865.82,-0.8659,-1.0748
1,commodities,CLF,2026-04-10,BUY,LONG,2026-04-10T10:45:00-04:00,2026-04-10T10:50:00-04:00,98.769997,98.779754,97.966492,99.573501,99.573501,100.377005,101.180509,101.984014,102.787518,0.53567,0.803504,98.1762,98.121616,98.179698,60.1985,0.054041,0.035118,17.244,3101.0,2143.2,85.71,0.0,STRONG BULL,1012,99965.11,842.85,0,25,2026-04-10T12:50:00-04:00,98.4903,OPPOSITE_SIGNAL,-292.93,59.89,-352.82,-0.3529,-0.4186
1,commodities,CLF,2026-04-10,SELL,SHORT,2026-04-10T12:45:00-04:00,2026-04-10T12:50:00-04:00,98.519997,98.4903,99.118614,97.92138,97.92138,97.322763,96.724146,96.125528,95.526911,0.399078,0.598617,98.736371,98.753015,98.566556,46.055,0.046559,0.13208,18.3202,1987.0,2322.2,0.0,71.43,STRONG BEAR,1015,99967.65,657.86,1,14,2026-04-10T13:55:00-04:00,97.940964,TP1,557.58,59.81,497.76,0.4979,0.7566
1,commodities,CLF,2026-04-13,BUY,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.600718,102.142239,105.037753,105.037753,106.48551,107.933267,109.381025,110.828782,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,676,70034.09,999.74,0,6,2026-04-13T09:45:00-04:00,102.121811,STOP_LOSS,-999.74,41.72,-1041.46,-1.4871,-1.0417
1,commodities,CLF,2026-04-13,SELL,SHORT,2026-04-13T12:30:00-04:00,2026-04-13T12:35:00-04:00,100.949997,100.939807,101.826072,100.073922,100.073922,99.197847,98.321772,97.445696,96.569621,0.58405,0.876075,101.997894,102.10973,102.071646,35.9965,0.100514,0.383171,20.7873,5851.0,2415.65,0.0,85.71,STRONG BEAR,990,99930.41,897.56,1,1,2026-04-13T12:35:00-04:00,100.093937,TP1,837.41,59.71,777.7,0.7782,0.8665
1,commodities,CLF,2026-04-15,BUY,LONG,2026-04-15T10:40:00-04:00,2026-04-15T10:45:00-04:00,91.849998,91.868368,91.138824,92.561173,92.561173,93.272347,93.983521,94.694695,95.405869,0.474116,0.711174,91.402803,91.358372,91.158596,56.1439,-0.047722,-0.173915,34.6036,2324.0,1762.7,85.71,14.29,STRONG BULL,1088,99952.78,813.58,1,5,2026-04-15T11:05:00-04:00,92.54266,TP1,733.63,60.19,673.44,0.6738,0.8277
1,commodities,CLF,2026-04-15,SELL,SHORT,2026-04-15T12:25:00-04:00,2026-04-15T12:30:00-04:00,91.779999,91.751643,92.366299,91.193699,91.193699,90.607399,90.021099,89.4348,88.8485,0.390867,0.5863,92.097117,92.115049,91.769729,43.7276,0.046533,0.14383,16.2357,1515.0,1701.65,14.29,57.14,STRONG BEAR,1089,99917.54,689.48,0,15,2026-04-15T13:40:00-04:00,92.384772,STOP_LOSS,-689.48,60.16,-749.63,-0.7503,-1.0872
1,commodities,CLF,2026-04-15,BUY,LONG,2026-04-15T13:45:00-04:00,2026-04-15T13:50:00-04:00,92.099998,92.118418,91.635571,92.564426,92.564426,93.028854,93.493281,93.957709,94.422136,0.309618,0.464428,91.897645,91.891974,91.782004,55.3762,-0.015155,-0.054148,14.3596,1782.0,1254.05,71.43,14.29,STRONG BULL,1085,99948.48,543.77,1,2,2026-04-15T13:55:00-04:00,92.545913,TP1,463.83,60.11,403.72,0.4039,0.7425
1,commodities,CLF,2026-04-15,SELL,SHORT,2026-04-15T14:10:00-04:00,2026-04-15T14:15:00-04:00,91.389999,91.341729,91.996118,90.783881,90.783881,90.177762,89.571643,88.965524,88.359406,0.404079,0.606119,91.881927,91.908329,91.808191,39.7214,-0.01964,-0.004127,16.0231,1701.0,1539.55,0.0,85.71,STRONG BEAR,1094,99927.85,736.03,1,11,2026-04-15T15:05:00-04:00,90.802037,TP1,590.42,59.78,530.64,0.531,0.721
1,commodities,CLF,2026-04-16,BUY,LONG,2026-04-16T11:25:00-04:00,2026-04-16T11:30:00-04:00,90.68,90.70814,90.13982,91.220181,91.220181,91.760361,92.300542,92.840722,93.380902,0.36012,0.54018,90.303017,90.290279,90.041523,57.2722,-0.048205,-0.117695,13.9077,2882.0,2270.6,85.71,0.0,STRONG BULL,1102,99960.37,646.16,0,2,2026-04-16T11:35:00-04:00,90.121792,STOP_LOSS,-646.16,59.78,-705.94,-0.7062,-1.0925
1,commodities,CLF,2026-04-16,SELL,SHORT,2026-04-16T14:35:00-04:00,2026-04-16T14:40:00-04:00,90.989998,90.961807,91.411557,90.568439,90.568439,90.14688,89.725322,89.303763,88.882204,0.281039,0.421559,91.194786,91.208337,90.614537,45.2755,0.052483,0.14173,16.6722,1227.0,2277.8,14.29,57.14,STRONG BEAR,1099,99967.03,514.37,1,3,2026-04-16T14:50:00-04:00,90.586553,TP1,412.4,59.86,352.55,0.3527,0.6854
1,commodities,CLF,2026-04-17,BUY,LONG,2026-04-17T12:40:00-04:00,2026-04-17T12:45:00-04:00,81.389999,81.416282,80.655936,82.124063,82.124063,82.858126,83.59219,84.326253,85.060317,0.489376,0.734063,81.363616,81.363592,81.028207,47.3359,-0.214031,-0.415442,18.8538,1110.0,2983.7,42.86,28.57,MILD BULL,1228,99979.19,953.51,0,2,2026-04-17T12:50:00-04:00,81.343729,OPPOSITE_SIGNAL,-89.1,59.96,-149.06,-0.1491,-0.1563
1,commodities,CLF,2026-04-17,SELL,SHORT,2026-04-17T12:45:00-04:00,2026-04-17T12:50:00-04:00,81.349998,81.343729,82.051986,80.648011,80.648011,79.946023,79.244035,78.542047,77.84006,0.467992,0.701988,81.360893,81.362356,81.030073,46.7967,-0.195605,-0.371474,17.5594,1169.0,2779.6,28.57,42.86,MILD BEAR,1229,99971.44,890.62,0,4,2026-04-17T13:05:00-04:00,81.736345,OPPOSITE_SIGNAL,-482.53,60.13,-542.65,-0.5428,-0.6093
1,commodities,CLF,2026-04-17,BUY,LONG,2026-04-17T13:00:00-04:00,2026-04-17T13:05:00-04:00,81.730003,81.736345,81.056677,82.40333,82.40333,83.076657,83.749983,84.42331,85.096637,0.448884,0.673327,81.435738,81.396158,81.041983,53.0828,-0.118287,-0.262443,15.4872,2870.0,2435.25,85.71,0.0,STRONG BULL,1223,99963.55,851.06,1,4,2026-04-17T13:20:00-04:00,82.386849,TP1,795.57,60.22,735.35,0.7356,0.864
1,commodities,CLF,2026-04-20,SELL,SHORT,2026-04-20T14:20:00-04:00,2026-04-20T14:25:00-04:00,87.040001,86.9826,87.508149,86.571852,86.571852,86.103704,85.635556,85.167407,84.699259,0.312099,0.468148,87.26208,87.28478,86.913723,45.3675,0.039505,0.109544,26.6687,3222.0,2073.65,14.29,85.71,STRONG BEAR,1149,99943.01,623.97,0,1,2026-04-20T14:25:00-04:00,87.525651,STOP_LOSS,-623.97,60.15,-684.12,-0.6845,-1.0964
1,commodities,CLF,2026-04-20,BUY,LONG,2026-04-20T14:30:00-04:00,2026-04-20T14:35:00-04:00,87.5,87.527504,87.003281,87.996719,87.996719,88.493439,88.990158,89.486878,89.983597,0.331146,0.496719,87.323731,87.309735,86.960773,55.3568,0.054952,0.087774,26.1283,3997.0,2878.55,85.71,14.29,STRONG BULL,1142,99956.41,618.53,0,9,2026-04-20T15:15:00-04:00,87.192557,OPPOSITE_SIGNAL,-382.51,59.86,-442.37,-0.4426,-0.7152
1,commodities,CLF,2026-04-20,SELL,SHORT,2026-04-20T15:10:00-04:00,2026-04-20T15:15:00-04:00,87.209999,87.192557,87.59129,86.828708,86.828708,86.447416,86.066125,85.684834,85.303542,0.254194,0.381291,87.347513,87.349667,86.981152,46.7806,0.029591,0.061327,21.3789,499.0,2568.95,14.29,57.14,STRONG BEAR,1146,99922.67,477.02,0,2,2026-04-20T15:20:00-04:00,87.197436,SESSION_END,-5.59,59.96,-65.55,-0.0656,-0.1374
1,commodities,CLF,2026-04-21,BUY,LONG,2026-04-21T10:10:00-04:00,2026-04-21T10:15:00-04:00,87.760002,87.787551,87.291896,88.228109,88.228109,88.696215,89.164321,89.632428,90.100534,0.312071,0.468106,87.218822,87.186368,87.099956,64.0423,0.001131,-0.061055,23.7291,3613.0,1544.8,85.71,0.0,STRONG BULL,1139,99990.02,584.44,1,7,2026-04-21T10:45:00-04:00,88.210463,TP1,481.7,60.14,421.56,0.4216,0.7213
1,commodities,CLF,2026-04-21,SELL,SHORT,2026-04-21T13:55:00-04:00,2026-04-21T14:00:00-04:00,89.419998,89.412114,90.113996,88.726,88.726,88.032002,87.338003,86.644005,85.950007,0.462666,0.693998,90.008857,90.083394,89.150392,40.4488,0.093645,0.322704,35.8405,3552.0,3002.45,14.29,85.71,STRONG BEAR,1118,99962.74,804.85,1,11,2026-04-21T14:50:00-04:00,88.743745,TP1,747.24,59.75,687.48,0.6877,0.8542
1,commodities,CLF,2026-04-22,BUY,LONG,2026-04-22T09:20:00-04:00,2026-04-22T09:25:00-04:00,91.110001,91.108214,89.891324,92.328677,92.328677,93.547353,94.766029,95.984705,97.203382,0.812451,1.218676,89.607165,89.5184,91.130642,65.4128,-0.004413,-0.180805,30.6848,4283.0,3932.3,85.71,14.29,STRONG BULL,809,73706.55,999.01,1,18,2026-04-22T10:50:00-04:00,92.310211,TP1,972.42,44.52,927.9,1.2589,0.9288
1,commodities,CLF,2026-04-22,SELL,SHORT,2026-04-22T13:50:00-04:00,2026-04-22T13:55:00-04:00,92.610001,92.591479,93.203013,92.016988,92.016988,91.423975,90.830962,90.237949,89.644937,0.395342,0.593013,92.927105,92.968533,92.3057,43.9103,0.065815,0.197526,24.7901,1837.0,1956.65,14.29,57.14,STRONG BEAR,1080,99998.8,680.59,0,6,2026-04-22T14:20:00-04:00,93.221654,STOP_LOSS,-680.59,60.2,-740.79,-0.7408,-1.0885
1,commodities,CLF,2026-04-22,BUY,LONG,2026-04-22T14:20:00-04:00,2026-04-22T14:25:00-04:00,93.199997,93.20864,92.697412,93.702582,93.702582,94.205166,94.707751,95.210335,95.71292,0.335056,0.502585,92.961465,92.953015,92.346414,57.5508,0.047807,0.072076,20.4912,2742.0,1942.0,71.43,14.29,STRONG BULL,1072,99919.66,567.91,0,8,2026-04-22T15:00:00-04:00,92.931407,OPPOSITE_SIGNAL,-297.19,59.86,-357.06,-0.3573,-0.6287
1,commodities,CLF,2026-04-22,SELL,SHORT,2026-04-22T14:55:00-04:00,2026-04-22T15:00:00-04:00,92.949997,92.931407,93.359899,92.540095,92.540095,92.130193,91.720292,91.31039,90.900488,0.273268,0.409902,92.957848,92.958749,92.39516,50.7063,0.024882,0.043132,15.4039,679.0,1682.6,42.86,28.57,MILD BULL,1076,99994.19,481.15,0,2,2026-04-22T15:05:00-04:00,92.998599,OPPOSITE_SIGNAL,-72.3,60.02,-132.32,-0.1323,-0.275
1,commodities,CLF,2026-04-22,BUY,LONG,2026-04-22T15:00:00-04:00,2026-04-22T15:05:00-04:00,92.989998,92.998599,92.592232,93.387764,93.387764,93.78553,94.183297,94.581063,94.978829,0.265178,0.397766,92.964278,92.96159,92.398384,52.0113,0.025366,0.039579,14.52,852.0,1632.35,57.14,14.29,STRONG BULL,1075,99973.49,456.75,0,2,2026-04-22T15:10:00-04:00,92.851429,OPPOSITE_SIGNAL,-158.21,59.94,-218.14,-0.2182,-0.4776
1,commodities,CLF,2026-04-22,SELL,SHORT,2026-04-22T15:05:00-04:00,2026-04-22T15:10:00-04:00,92.870003,92.851429,93.257571,92.482434,92.482434,92.094866,91.707297,91.319729,90.93216,0.258379,0.387569,92.945423,92.953264,92.399595,47.9134,0.015884,0.03484,14.1767,390.0,1589.7,14.29,57.14,STRONG BEAR,1076,99908.14,457.08,0,3,2026-04-22T15:20:00-04:00,92.748549,SESSION_END,110.7,59.91,50.79,0.0508,0.1111
