rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
WORST,1,4,commodities,CLF,2026-04-08,SELL,SELL,SHORT,2026-04-08T14:00:00-04:00,2026-04-08T14:05:00-04:00,94.360001,94.309998,95.257182,90.771274,93.462819,92.565637,91.668455,90.771274,89.874092,0.598121,0.897182,95.05744,95.150217,94.644368,39.5555,-0.206495,-0.262584,17.2764,4967.0,2746.65,14.29,71.43,STRONG BEAR,1055,99497.05,999.28,0,4,2026-04-08T14:20:00-04:00,95.257182,STOP_LOSS,-999.28,0.0,-999.28,-1.0043,-1.0
WORST,2,4,commodities,CLF,2026-04-13,BUY,BUY,LONG,2026-04-13T09:15:00-04:00,2026-04-13T09:20:00-04:00,103.589996,103.580002,102.142239,109.381025,105.037753,106.48551,107.933267,109.381025,110.828782,0.965171,1.447757,97.596425,97.314625,103.589999,82.8133,0.005542,-0.461402,41.2565,1431.0,2922.65,71.43,14.29,STRONG BULL,695,71988.1,999.24,0,6,2026-04-13T09:45:00-04:00,102.142239,STOP_LOSS,-999.25,0.0,-999.25,-1.3881,-1.0
WORST,3,4,commodities,CLF,2026-03-31,SELL,SELL,SHORT,2026-03-31T12:40:00-04:00,2026-03-31T12:45:00-04:00,101.5,101.529999,102.617006,97.031975,100.382994,99.265987,98.148981,97.031975,95.914968,0.744671,1.117006,103.74779,103.946002,103.281078,25.889,-0.037357,0.231848,22.6793,27139.0,4135.35,0.0,85.71,STRONG BEAR,919,93306.07,998.96,0,1,2026-03-31T12:45:00-04:00,102.617006,STOP_LOSS,-998.96,0.0,-998.96,-1.0706,-1.0
WORST,4,4,commodities,CLF,2026-04-24,SELL,SELL,SHORT,2026-04-24T09:15:00-04:00,2026-04-24T09:20:00-04:00,94.669998,94.699997,95.609772,90.910903,93.730224,92.79045,91.850676,90.910903,89.971129,0.626516,0.939774,95.925928,95.973522,94.87,36.6801,0.066249,0.213125,19.8737,2268.0,3347.95,0.0,71.43,STRONG BEAR,1055,99908.5,959.81,0,22,2026-04-24T11:05:00-04:00,95.609772,STOP_LOSS,-959.81,0.0,-959.81,-0.9607,-1.0
WORST,5,4,commodities,CLF,2026-04-06,SELL,SELL,SHORT,2026-04-06T10:20:00-04:00,2026-04-06T10:25:00-04:00,110.949997,110.949997,111.92345,107.056186,109.976544,109.003092,108.029639,107.056186,106.082734,0.648968,0.973453,111.72238,111.792343,112.10538,39.9699,0.040678,0.205255,16.6209,2283.0,1823.6,14.29,71.43,STRONG BEAR,901,99965.95,877.08,0,3,2026-04-06T10:35:00-04:00,111.92345,STOP_LOSS,-877.08,0.0,-877.08,-0.8774,-1.0
WORST,6,4,commodities,CLF,2026-04-08,BUY,BUY,LONG,2026-04-08T13:55:00-04:00,2026-04-08T14:00:00-04:00,95.32,95.309998,94.474958,98.700166,96.165041,97.010083,97.855124,98.700166,99.545207,0.563361,0.845042,95.231799,95.229239,94.643502,49.08,-0.150098,-0.276607,17.3417,1930.0,2580.1,42.86,28.57,MILD BULL,1049,99980.19,875.96,0,1,2026-04-08T14:00:00-04:00,94.474958,STOP_LOSS,-875.96,0.0,-875.96,-0.8761,-1.0
WORST,7,4,commodities,CLF,2026-04-28,BUY,BUY,LONG,2026-04-28T09:15:00-04:00,2026-04-28T09:20:00-04:00,100.080002,100.089996,99.270852,103.316602,100.889152,101.698302,102.507452,103.316602,104.125753,0.539433,0.80915,97.15352,96.82694,100.160001,82.4062,0.235019,0.029464,16.397,1996.0,1151.35,57.14,28.57,MILD BULL,999,99989.91,818.33,0,2,2026-04-28T09:25:00-04:00,99.270852,STOP_LOSS,-818.33,0.0,-818.33,-0.8184,-1.0
WORST,8,4,commodities,CLF,2026-04-07,BUY,BUY,LONG,2026-04-07T14:55:00-04:00,2026-04-07T15:00:00-04:00,115.120003,115.099998,114.204573,118.781724,116.035433,116.950863,117.866293,118.781724,119.697154,0.610287,0.91543,114.285081,114.232307,115.065125,59.6118,-0.099177,-0.327968,26.6474,1964.0,3382.7,85.71,0.0,STRONG BULL,868,99906.8,777.23,0,4,2026-04-07T15:15:00-04:00,114.204573,STOP_LOSS,-777.23,0.0,-777.23,-0.778,-1.0
WORST,9,4,commodities,CLF,2026-04-10,SELL,SELL,SHORT,2026-04-10T10:20:00-04:00,2026-04-10T10:25:00-04:00,97.57,97.57,98.316755,94.582977,96.823244,96.076488,95.329732,94.582977,93.836221,0.497837,0.746756,98.060367,98.110425,98.223927,41.8138,0.018069,0.132344,16.6204,1474.0,1576.1,0.0,71.43,STRONG BEAR,1024,99911.68,764.68,0,4,2026-04-10T10:40:00-04:00,98.316755,STOP_LOSS,-764.68,0.0,-764.68,-0.7654,-1.0
WORST,10,4,commodities,CLF,2026-03-31,BUY,BUY,LONG,2026-03-31T10:45:00-04:00,2026-03-31T10:50:00-04:00,104.019997,104.019997,103.237874,107.148485,104.802119,105.584241,106.366363,107.148485,107.930608,0.521415,0.782122,103.076168,103.016785,102.914606,63.6698,-0.001649,-0.11519,16.3498,4133.0,2767.6,85.71,0.0,STRONG BULL,961,99963.22,751.62,1,22,2026-03-31T12:35:00-04:00,103.237874,STOP_LOSS,-751.62,0.0,-751.62,-0.7519,-1.0
