rank_type,rank,target_level,market,instrument,session_date,signal,original_signal,direction,signal_time,entry_time,pine_entry_price,entry_price,stop_price,target_price,tp1,tp2,tp3,tp4,tp5,atr,risk_per_unit_reference,ema_fast,ema_slow,vwap,rsi,macd,macd_signal,adx,volume,volume_sma,bull_score_pct,bear_score_pct,bias,quantity,notional,position_risk_amount,max_target_hit,holding_candles,exit_time,exit_price,exit_reason,gross_pnl,costs,net_pnl,return_pct_on_notional,r_multiple
WORST,1,1,commodities,CLF,2026-04-08,INVERSE_BUY,BUY,SHORT,2026-04-08T14:55:00-04:00,2026-04-08T15:00:00-04:00,95.43,95.410914,96.346714,94.513286,94.513286,93.596572,92.679858,91.763144,90.84643,0.611143,0.916714,94.960845,94.938173,94.647143,54.3056,-0.081643,-0.193891,13.3118,1814.0,4291.85,71.43,0.0,STRONG BULL,1047,99895.23,999.96,0,5,2026-04-08T15:20:00-04:00,96.365984,STOP_LOSS,-999.96,60.24,-1060.2,-1.0613,-1.0602
WORST,2,1,commodities,CLF,2026-04-01,INVERSE_SELL,SELL,LONG,2026-04-01T09:15:00-04:00,2026-04-01T09:20:00-04:00,100.300003,100.340064,99.226577,101.373429,101.373429,102.446854,103.52028,104.593706,105.667131,0.715617,1.073426,101.786871,101.924898,100.34667,34.6908,-0.142436,-0.091839,26.3343,2997.0,3181.75,0.0,85.71,STRONG BEAR,882,88499.94,999.6,0,4,2026-04-01T09:35:00-04:00,99.206732,STOP_LOSS,-999.6,52.8,-1052.4,-1.1892,-1.0528
WORST,3,1,commodities,CLF,2026-04-09,INVERSE_BUY,BUY,SHORT,2026-04-09T14:25:00-04:00,2026-04-09T14:30:00-04:00,97.889999,97.870421,99.003794,96.776205,96.776205,95.66241,94.548616,93.434822,92.321027,0.74253,1.113794,97.203364,97.189252,98.886419,56.2549,-0.200459,-0.492192,28.2785,14390.0,4312.55,71.43,28.57,STRONG BULL,867,84853.66,999.8,0,10,2026-04-09T15:15:00-04:00,99.023595,STOP_LOSS,-999.8,51.21,-1051.01,-1.2386,-1.0512
WORST,4,1,commodities,CLF,2026-04-09,INVERSE_SELL,SELL,LONG,2026-04-09T11:45:00-04:00,2026-04-09T11:50:00-04:00,99.629997,99.659927,98.37196,100.888035,100.888035,102.146073,103.40411,104.662148,105.920186,0.838692,1.258038,100.631546,100.691839,100.883093,43.0709,0.293352,0.750767,37.2903,4809.0,4133.0,0.0,100.0,STRONG BEAR,764,76140.18,999.04,0,3,2026-04-09T12:00:00-04:00,98.352285,STOP_LOSS,-999.04,45.38,-1044.42,-1.3717,-1.0454
WORST,5,1,commodities,CLF,2026-04-22,INVERSE_BUY,BUY,SHORT,2026-04-22T09:20:00-04:00,2026-04-22T09:25:00-04:00,91.110001,91.071778,92.328677,89.891324,89.891324,88.672648,87.453972,86.235296,85.01662,0.812451,1.218676,89.607165,89.5184,91.130642,65.4128,-0.004413,-0.180805,30.6848,4283.0,3932.3,85.71,14.29,STRONG BULL,784,71400.27,999.89,0,18,2026-04-22T10:50:00-04:00,92.347143,STOP_LOSS,-999.89,43.14,-1043.03,-1.4608,-1.0431
WORST,6,1,commodities,CLF,2026-04-01,INVERSE_BUY,BUY,SHORT,2026-04-01T11:30:00-04:00,2026-04-01T11:35:00-04:00,99.790001,99.760043,100.665704,98.914298,98.914298,98.038594,97.162891,96.287188,95.411484,0.583802,0.875703,99.48776,99.48546,99.285569,52.6222,-0.175047,-0.39614,31.9326,2516.0,2742.85,85.71,0.0,STRONG BULL,1002,99959.56,927.65,0,8,2026-04-01T12:10:00-04:00,100.685837,STOP_LOSS,-927.65,60.25,-987.9,-0.9883,-1.0649
WORST,7,1,commodities,CLF,2026-04-13,INVERSE_SELL,SELL,LONG,2026-04-13T12:30:00-04:00,2026-04-13T12:35:00-04:00,100.949997,100.980191,100.073922,101.826072,101.826072,102.702147,103.578222,104.454297,105.330373,0.58405,0.876075,101.997894,102.10973,102.071646,35.9965,0.100514,0.383171,20.7873,5851.0,2415.65,0.0,85.71,STRONG BEAR,990,99970.39,917.02,0,1,2026-04-13T12:35:00-04:00,100.053907,STOP_LOSS,-917.02,59.71,-976.73,-0.977,-1.0651
WORST,8,1,commodities,CLF,2026-04-17,INVERSE_BUY,BUY,SHORT,2026-04-17T13:00:00-04:00,2026-04-17T13:05:00-04:00,81.730003,81.703657,82.40333,81.056677,81.056677,80.38335,79.710023,79.036697,78.36337,0.448884,0.673327,81.435738,81.396158,81.041983,53.0828,-0.118287,-0.262443,15.4872,2870.0,2435.25,85.71,0.0,STRONG BULL,1223,99923.57,875.86,0,4,2026-04-17T13:20:00-04:00,82.419811,STOP_LOSS,-875.86,60.22,-936.07,-0.9368,-1.0687
WORST,9,1,commodities,SIF,2026-03-31,INVERSE_BUY,BUY,SHORT,2026-03-31T09:15:00-04:00,2026-03-31T09:20:00-04:00,73.160004,73.185357,73.804159,72.515849,72.515849,71.871694,71.227539,70.583384,69.939229,0.429437,0.644155,70.658555,70.515577,73.211667,81.4363,0.044475,-0.127671,34.2927,81.0,96.9,71.43,14.29,STRONG BULL,1366,99971.2,865.45,0,9,2026-03-31T10:00:00-04:00,73.818919,STOP_LOSS,-865.45,60.24,-925.69,-0.926,-1.0696
WORST,10,1,commodities,CLF,2026-04-07,INVERSE_BUY,BUY,SHORT,2026-04-07T09:15:00-04:00,2026-04-07T09:20:00-04:00,115.660004,115.636872,116.588173,114.731834,114.731834,113.803665,112.875495,111.947326,111.019157,0.61878,0.928169,113.236431,112.957491,115.459999,77.1695,0.205234,0.018323,23.2723,1477.0,1857.55,71.43,0.0,STRONG BULL,864,99910.26,842.07,0,10,2026-04-07T10:05:00-04:00,116.611491,STOP_LOSS,-842.07,60.2,-902.27,-0.9031,-1.0715
