date,status,trades,gap_events,long_trades,short_trades,stop_exits,gap_exits,end_of_data_exits,winning_trades,losing_trades,break_even_trades,total_points,average_points,max_profit_points,max_loss_points,total_pnl_usd,average_pnl_usd,max_profit_usd,max_loss_usd,ending_equity,max_consecutive_wins,max_consecutive_losses,max_drawdown_points,max_drawdown_usd,max_drawdown_pct,remarks
2021-08-02,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1087690.98,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-03,TRADED,2,0,0,2,2,0,0,2,0,0,2798.74,1399.37,1982.95,815.79,68437.77,34218.89,47698.87,20738.90,1156128.75,2,0,0.00,0.00,0.0000,
2021-08-04,TRADED,5,0,1,4,5,0,0,0,5,0,-472.89,-94.58,-2.29,-243.68,-12368.33,-2473.67,-59.64,-6380.49,1143760.44,0,5,472.89,12368.31,1.0698,
2021-08-05,TRADED,3,0,1,2,3,0,0,1,2,0,563.83,187.94,906.91,-303.36,14931.91,4977.30,23771.09,-7822.45,1158692.34,1,2,343.08,8839.18,0.7571,
2021-08-06,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1158692.34,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-07,TRADED,3,0,3,0,3,0,0,1,2,0,2821.73,940.58,3455.34,-467.30,72376.19,24125.40,86886.01,-10683.31,1231068.53,1,2,633.61,14509.82,1.1649,
2021-08-08,TRADED,4,0,1,3,4,0,0,1,3,0,-279.38,-69.85,667.78,-542.44,-6277.60,-1569.40,15318.73,-12395.80,1224790.93,1,3,947.16,21596.33,1.7327,
2021-08-09,TRADED,2,0,0,2,2,0,0,0,2,0,-205.00,-102.50,-97.91,-107.09,-4654.99,-2327.49,-2233.90,-2421.09,1220135.94,0,2,205.00,4654.99,0.3801,
2021-08-10,TRADED,9,0,5,4,9,0,0,1,8,0,-387.64,-43.07,567.78,-450.03,-8314.44,-923.83,12649.12,-9919.20,1211821.49,1,8,955.42,20963.56,1.7005,
2021-08-11,TRADED,9,0,6,3,9,0,0,1,8,0,-776.70,-86.30,232.45,-283.02,-16944.81,-1882.76,5074.64,-6106.38,1194876.68,1,7,776.70,16944.81,1.3983,
2021-08-12,TRADED,3,0,1,2,3,0,0,0,3,0,-482.88,-160.96,-79.89,-299.30,-10517.77,-3505.92,-1736.47,-6538.03,1184358.92,0,3,482.88,10517.76,0.8802,
2021-08-13,TRADED,1,0,0,1,1,0,0,1,0,0,1099.06,1099.06,1099.06,1099.06,23919.92,23919.92,23919.92,23919.92,1208278.84,1,0,0.00,0.00,0.0000,
2021-08-14,TRADED,4,0,1,3,4,0,0,1,3,0,1188.34,297.08,2196.75,-848.31,27250.97,6812.74,48958.36,-18304.32,1235529.82,1,3,1008.41,21707.38,1.7266,
2021-08-15,TRADED,5,0,2,3,5,0,0,1,4,0,-32.64,-6.53,455.48,-241.81,-683.19,-136.64,9708.81,-5157.40,1234846.63,1,3,439.04,9333.79,0.7554,
2021-08-16,TRADED,1,0,1,0,1,0,0,1,0,0,265.20,265.20,265.20,265.20,5675.76,5675.76,5675.76,5675.76,1240522.39,1,0,0.00,0.00,0.0000,
2021-08-17,TRADED,2,0,1,1,2,0,0,1,1,0,-543.82,-271.91,24.78,-568.60,-11600.56,-5800.28,533.83,-12134.39,1228921.83,1,1,568.60,12134.40,0.9777,
2021-08-18,TRADED,5,0,3,2,5,0,0,1,4,0,-507.08,-101.42,455.29,-628.11,-11163.96,-2232.79,9909.52,-13703.59,1217757.87,1,4,962.37,21073.49,1.7011,
2021-08-19,TRADED,4,0,0,4,4,0,0,0,4,0,-827.01,-206.75,-0.95,-461.15,-18472.43,-4618.11,-21.13,-10314.71,1199285.44,0,4,827.01,18472.43,1.5169,
2021-08-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1199285.44,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-08-21,TRADED,5,0,2,3,5,0,0,1,4,0,3201.78,640.36,3701.53,-201.18,72068.97,14413.79,82285.26,-4143.60,1271354.42,1,4,499.75,10216.28,0.7972,
2021-08-22,TRADED,12,0,6,6,12,0,0,0,12,0,-894.12,-74.51,-0.61,-193.15,-18237.76,-1519.81,-12.41,-3952.56,1253116.66,0,12,894.12,18237.76,1.4345,
2021-08-23,TRADED,3,0,1,2,3,0,0,1,2,0,209.58,69.86,322.93,-110.85,4262.87,1420.96,6550.09,-2236.92,1257379.54,1,2,113.35,2287.22,0.1816,
2021-08-24,TRADED,5,0,3,2,5,0,0,0,5,0,-553.20,-110.64,-21.06,-299.32,-11155.84,-2231.17,-424.41,-6055.62,1246223.71,0,5,553.20,11155.83,0.8872,
2021-08-25,TRADED,2,0,0,2,2,0,0,2,0,0,1018.45,509.23,707.03,311.42,20783.18,10391.59,14338.92,6444.26,1267006.89,2,0,0.00,0.00,0.0000,
2021-08-26,TRADED,1,0,1,0,1,0,0,0,1,0,-89.32,-89.32,-89.32,-89.32,-1842.98,-1842.98,-1842.98,-1842.98,1265163.91,0,1,89.32,1842.98,0.1455,
2021-08-27,TRADED,8,0,5,3,8,0,0,1,7,0,-934.63,-116.83,545.64,-448.89,-20010.28,-2501.29,11385.35,-9450.95,1245153.64,1,7,1480.27,31395.63,2.4594,
2021-08-28,TRADED,7,0,5,2,7,0,0,1,6,0,848.40,121.20,1347.23,-189.52,18278.38,2611.20,28478.08,-3874.95,1263432.01,1,6,498.83,10199.71,0.8008,
2021-08-29,TRADED,6,0,4,2,6,0,0,0,6,0,-1162.00,-193.67,-37.10,-657.09,-23605.98,-3934.33,-758.03,-13251.69,1239826.03,0,6,1162.00,23605.98,1.8684,
2021-08-30,TRADED,7,0,4,3,7,0,0,1,6,0,-919.59,-131.37,133.05,-288.60,-18919.79,-2702.83,2747.90,-5947.57,1220906.24,1,3,919.59,18919.79,1.5260,
2021-08-31,TRADED,7,0,4,3,7,0,0,0,7,0,-1216.97,-173.85,-30.64,-309.72,-25521.63,-3645.95,-641.75,-6454.11,1195384.61,0,7,1216.97,25521.63,2.0904,
2021-09-01,TRADED,6,0,2,4,6,0,0,0,6,0,-989.74,-164.96,-11.38,-512.05,-21056.58,-3509.43,-240.47,-10947.18,1174328.04,0,6,989.74,21056.57,1.7615,
2021-09-02,TRADED,5,0,3,2,5,0,0,1,4,0,1670.95,334.19,2009.53,-141.06,35576.10,7115.22,42424.90,-2858.50,1209904.14,1,4,338.58,6848.80,0.5629,
2021-09-03,TRADED,7,0,4,3,7,0,0,0,7,0,-1622.50,-231.79,-126.13,-452.57,-32606.27,-4658.04,-2536.40,-9050.44,1177297.87,0,7,1622.50,32606.27,2.6949,
2021-09-04,TRADED,12,0,6,6,12,0,0,0,12,0,-1401.83,-116.82,-7.75,-458.42,-28041.12,-2336.76,-154.33,-9204.05,1149256.76,0,12,1401.83,28041.11,2.3818,
2021-09-05,TRADED,8,0,5,3,8,0,0,0,8,0,-953.25,-119.16,-12.10,-323.00,-19096.07,-2387.01,-241.41,-6499.10,1130160.70,0,8,953.25,19096.06,1.6616,
2021-09-06,TRADED,5,0,5,0,5,0,0,3,2,0,1005.65,201.13,1052.31,-56.36,20041.91,4008.38,20951.14,-1096.76,1150202.60,1,1,64.19,1248.33,0.1084,
2021-09-07,TRADED,1,0,1,0,1,0,0,1,0,0,118.35,118.35,118.35,118.35,2278.09,2278.09,2278.09,2278.09,1152480.70,1,0,0.00,0.00,0.0000,
2021-09-08,TRADED,7,0,3,4,7,0,0,1,6,0,3644.14,520.59,4457.96,-264.35,69471.30,9924.47,87064.06,-5739.36,1221951.99,1,6,813.82,17592.76,1.4193,
2021-09-09,TRADED,15,0,9,6,15,0,0,0,15,0,-2119.46,-141.30,-17.46,-383.70,-45821.71,-3054.78,-378.34,-8387.82,1176130.29,0,15,2119.46,45821.70,3.7499,
2021-09-10,TRADED,5,0,4,1,5,0,0,0,5,0,-483.30,-96.66,-36.38,-164.63,-10363.58,-2072.72,-784.05,-3523.01,1165766.70,0,5,483.30,10363.59,0.8812,
2021-09-11,TRADED,5,0,3,2,5,0,0,1,4,0,771.01,154.20,982.50,-138.04,16524.02,3304.80,21178.97,-3035.50,1182290.72,1,4,211.49,4654.95,0.3922,
2021-09-12,TRADED,7,0,1,6,7,0,0,0,7,0,-1624.13,-232.02,-13.67,-516.88,-35745.93,-5106.56,-301.26,-11210.30,1146544.79,0,7,1624.13,35745.93,3.0234,
2021-09-13,TRADED,4,0,2,2,4,0,0,0,4,0,-2010.73,-502.68,-81.59,-943.17,-44633.46,-11158.36,-1805.74,-21450.22,1101911.32,0,4,2010.73,44633.47,3.8929,
2021-09-14,TRADED,2,0,2,0,2,0,0,0,2,0,-414.57,-207.28,-112.29,-302.28,-9188.43,-4594.22,-2498.24,-6690.19,1092722.89,0,2,414.57,9188.43,0.8339,
2021-09-15,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1092722.89,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-09-16,TRADED,10,0,3,7,10,0,0,1,9,0,1070.04,107.00,2499.55,-566.33,25409.72,2540.97,55315.66,-11931.69,1118132.62,1,9,1429.51,29905.94,2.6050,
2021-09-17,TRADED,13,0,4,9,13,0,0,0,13,0,-2309.46,-177.65,-32.95,-461.57,-48456.90,-3727.45,-691.80,-9736.70,1069675.71,0,13,2309.46,48456.91,4.3337,
2021-09-18,TRADED,4,0,3,1,4,0,0,1,3,0,-136.59,-34.15,414.26,-312.58,-2876.81,-719.20,8692.18,-6615.45,1066798.90,1,2,375.54,7937.93,0.7421,
2021-09-19,TRADED,5,0,2,3,5,0,0,0,5,0,-693.92,-138.78,-54.96,-278.46,-14445.97,-2889.19,-1137.55,-5808.15,1052352.93,0,5,693.92,14445.97,1.3541,
2021-09-20,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1052352.93,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
2021-09-21,TRADED,8,0,2,6,8,0,0,1,7,0,3955.77,494.47,4612.36,-175.95,80760.08,10095.01,95942.20,-4049.76,1133113.01,1,7,656.59,15182.12,1.3221,
2021-09-22,TRADED,8,0,4,4,8,0,0,1,7,0,-1192.43,-149.05,54.68,-390.10,-28176.74,-3522.09,1288.33,-9166.99,1104936.25,1,7,1247.11,29465.08,2.5974,
2021-09-23,TRADED,4,0,3,1,4,0,0,1,3,0,684.64,171.16,1226.06,-346.69,16730.08,4182.52,29059.48,-7868.59,1121666.32,1,3,541.42,12329.41,1.0873,
2021-09-24,TRADED,6,0,3,3,6,0,0,1,5,0,-295.93,-49.32,457.68,-510.47,-6436.84,-1072.81,10445.56,-11379.51,1115229.48,1,5,753.61,16882.40,1.4912,
2021-09-25,TRADED,17,0,10,7,17,0,0,0,17,0,-1860.34,-109.43,-2.06,-391.04,-43732.24,-2572.48,-48.34,-9226.95,1071497.25,0,17,1860.34,43732.23,3.9214,
2021-09-26,TRADED,4,0,3,1,4,0,0,1,3,0,-247.08,-61.77,0.11,-139.05,-5782.67,-1445.67,2.59,-3252.62,1065714.57,1,3,247.19,5785.27,0.5399,
2021-09-27,TRADED,7,0,5,2,7,0,0,1,6,0,-687.07,-98.15,351.84,-480.62,-15732.06,-2247.44,8148.59,-11107.49,1049982.51,1,5,687.07,15732.06,1.4762,
2021-09-28,HELD,0,0,0,0,0,0,0,0,0,0,0.00,0.00,,,0.00,0.00,,,1049982.51,0,0,0.00,0.00,0.0000,Open position carried through this UTC date with no realized exit.
